country,survey_start_year,year,lat,lon,GID_1,GID_2,households,rural,iwi,uid,origin_lat,origin_lon
senegal,2005,2005,14.743533511172274,-17.4275144490951,SEN.1,SEN.1.1,28,0,58.77087921428572,senegal_2005_00044,14.750583000000004,-17.44005500000001
senegal,2005,2005,14.914282965796286,-12.454161161505766,SEN.12,SEN.12.1,24,0,57.97665275000001,senegal_2005_00045,14.922687999999996,-12.468663999999997
senegal,2005,2005,14.853271000000005,-15.009874999999996,SEN.8,SEN.8.2,12,1,14.425063000000002,senegal_2005_00046,14.853271000000005,-15.009874999999996
senegal,2005,2005,15.355838683500279,-15.480589096881426,SEN.8,SEN.8.2,24,0,48.08632416666666,senegal_2005_00047,15.358820999999995,-15.481707000000007
senegal,2005,2005,16.2778909531678,-14.107400366603851,SEN.10,SEN.10.2,25,1,23.423715040000005,senegal_2005_00048,16.264065000000002,-14.135754000000004
senegal,2005,2005,14.582579000000004,-16.574884,SEN.13,SEN.13.1,21,1,14.077035,senegal_2005_00049,14.582579000000004,-16.574884
senegal,2005,2005,12.928262,-14.20616,SEN.7,SEN.7.1,4,1,21.90845475,senegal_2005_00050,12.928262,-14.20616
senegal,2005,2005,12.483787,-16.696035,SEN.14,SEN.14.2,5,1,12.1330764,senegal_2005_00051,12.483787,-16.696035
senegal,2005,2005,14.335936,-16.395637999999998,SEN.3,SEN.3.1,10,0,45.42991010000001,senegal_2005_00052,14.335936,-16.395637999999998
senegal,2005,2005,12.918787000000002,-14.944605999999997,SEN.7,SEN.7.1,16,0,36.50827781250001,senegal_2005_00053,12.918787000000002,-14.944605999999997
senegal,2005,2005,14.768233000000004,-17.360005,SEN.1,SEN.1.3,22,0,44.586884090909095,senegal_2005_00054,14.768233000000004,-17.360005
senegal,2005,2005,14.761155,-17.222204999999995,SEN.1,SEN.1.4,18,0,51.72173561111112,senegal_2005_00055,14.761155,-17.222204999999995
senegal,2005,2005,15.592755000000007,-13.315704,SEN.9,SEN.9.2,26,0,41.293867346153846,senegal_2005_00056,15.592755000000007,-13.315704
senegal,2005,2005,13.890106,-16.364793,SEN.3,SEN.3.2,20,0,33.53657270000001,senegal_2005_00057,13.890106,-16.364793
senegal,2005,2005,14.921032000000002,-15.823151999999997,SEN.2,SEN.2.3,19,1,15.375005578947366,senegal_2005_00058,14.921032000000002,-15.823151999999997
senegal,2005,2005,12.665669,-15.391825,SEN.11,SEN.11.2,1,1,18.171977,senegal_2005_00059,12.665669,-15.391825
senegal,2005,2005,14.66580199999999,-16.607143000000004,SEN.2,SEN.2.1,20,1,12.9997971,senegal_2005_00060,14.66580199999999,-16.607143000000004
senegal,2005,2005,14.936986999999991,-17.034542999999992,SEN.13,SEN.13.3,20,1,23.12897365,senegal_2005_00061,14.936986999999991,-17.034542999999992
senegal,2005,2005,14.719079,-17.273981999999997,SEN.1,SEN.1.4,20,0,52.92759250000002,senegal_2005_00062,14.719079,-17.273981999999997
senegal,2005,2005,16.462669,-14.807100999999996,SEN.10,SEN.10.2,18,1,17.056895111111107,senegal_2005_00063,16.462669,-14.807100999999996
senegal,2005,2005,14.830335,-17.176141,SEN.1,SEN.1.4,2,1,30.8387185,senegal_2005_00064,14.830335,-17.176141
senegal,2005,2005,13.172239,-13.760005,SEN.7,SEN.7.3,6,1,22.024502,senegal_2005_00065,13.172239,-13.760005
senegal,2005,2005,14.130818,-16.075003999999996,SEN.5,SEN.5.2,23,0,54.31630173913044,senegal_2005_00066,14.130818,-16.075003999999996
senegal,2005,2005,16.527067999999993,-14.637154000000004,SEN.10,SEN.10.2,20,0,37.92670015,senegal_2005_00067,16.527067999999993,-14.637154000000004
senegal,2005,2005,14.862778999999996,-15.871947000000004,SEN.2,SEN.2.3,17,1,31.57749505882353,senegal_2005_00068,14.862778999999996,-15.871947000000004
senegal,2005,2005,14.161648000000008,-16.103273,SEN.5,SEN.5.2,24,0,33.321914041666666,senegal_2005_00069,14.161648000000008,-16.103273
senegal,2005,2005,14.142779000000004,-16.079952999999993,SEN.5,SEN.5.2,29,0,46.53217975862069,senegal_2005_00070,14.142779000000004,-16.079952999999993
senegal,2005,2005,13.854423,-15.254800999999992,SEN.4,SEN.4.2,21,1,21.585912047619047,senegal_2005_00071,13.854423,-15.254800999999992
senegal,2005,2005,15.609075000000006,-16.216521,SEN.8,SEN.8.3,28,0,54.90832992857143,senegal_2005_00072,15.609075000000006,-16.216521
senegal,2005,2005,14.244239999999998,-16.084749999999993,SEN.5,SEN.5.1,18,1,22.87305633333333,senegal_2005_00073,14.244239999999998,-16.084749999999993
senegal,2005,2005,16.014475,-16.48123500000001,SEN.10,SEN.10.3,24,0,60.01470008333333,senegal_2005_00074,16.014475,-16.48123500000001
senegal,2005,2005,12.537271000000002,-16.28242,SEN.14,SEN.14.3,7,0,21.93632828571429,senegal_2005_00075,12.537271000000002,-16.28242
senegal,2005,2005,12.552885000000002,-16.275718,SEN.14,SEN.14.3,8,0,40.920849,senegal_2005_00076,12.552885000000002,-16.275718
senegal,2005,2005,16.498359999999995,-15.812312000000002,SEN.10,SEN.10.1,23,0,46.5590842173913,senegal_2005_00077,16.498359999999995,-15.812312000000002
senegal,2005,2005,14.701422000000006,-16.450084,SEN.2,SEN.2.1,14,0,44.18233714285716,senegal_2005_00078,14.701422000000006,-16.450084
senegal,2005,2005,15.479263,-13.181328000000006,SEN.9,SEN.9.1,23,1,17.98972295652174,senegal_2005_00079,15.479263,-13.181328000000006
senegal,2005,2005,15.347027999999996,-15.883006999999994,SEN.8,SEN.8.1,14,1,15.142510571428572,senegal_2005_00080,15.347027999999996,-15.883006999999994
senegal,2005,2005,12.563287,-16.247604999999997,SEN.14,SEN.14.3,9,0,27.970945444444443,senegal_2005_00081,12.563287,-16.247604999999997
senegal,2005,2005,15.894567999999994,-13.329831000000002,SEN.9,SEN.9.2,11,1,24.902064909090907,senegal_2005_00082,15.894567999999994,-13.329831000000002
senegal,2005,2005,15.608244000000008,-13.416031,SEN.9,SEN.9.2,20,1,24.97527905,senegal_2005_00083,15.608244000000008,-13.416031
senegal,2005,2005,14.09275,-15.534026,SEN.4,SEN.4.2,22,0,30.47707550000001,senegal_2005_00084,14.09275,-15.534026
senegal,2005,2005,13.945185,-14.992258,SEN.4,SEN.4.3,1,1,7.818075,senegal_2005_00085,13.945185,-14.992258
senegal,2005,2005,16.490519000000003,-16.27652699999999,SEN.10,SEN.10.1,23,1,31.30505852173913,senegal_2005_00086,16.490519000000003,-16.27652699999999
senegal,2005,2005,14.759533999999991,-17.41308199999999,SEN.1,SEN.1.2,26,0,54.02302400000001,senegal_2005_00087,14.759533999999991,-17.41308199999999
senegal,2005,2005,15.318580999999996,-13.012406,SEN.9,SEN.9.1,22,1,34.75231318181818,senegal_2005_00088,15.318580999999996,-13.012406
senegal,2005,2005,15.474425,-13.212926000000005,SEN.9,SEN.9.1,19,1,21.736577105263155,senegal_2005_00089,15.474425,-13.212926000000005
senegal,2005,2005,16.377857000000002,-14.305219999999998,SEN.10,SEN.10.2,11,1,20.06756590909092,senegal_2005_00090,16.377857000000002,-14.305219999999998
senegal,2005,2005,14.715499000000005,-17.46317799999999,SEN.1,SEN.1.1,25,0,66.41030076,senegal_2005_00091,14.715499000000005,-17.46317799999999
senegal,2005,2005,13.796957,-16.076142,SEN.5,SEN.5.3,3,1,15.085704,senegal_2005_00092,13.796957,-16.076142
senegal,2005,2005,15.356400000000004,-16.403436,SEN.8,SEN.8.1,20,1,24.8960109,senegal_2005_00093,15.356400000000004,-16.403436
senegal,2005,2005,12.710925,-15.571586999999996,SEN.11,SEN.11.3,15,0,37.476157333333326,senegal_2005_00094,12.710925,-15.571586999999996
senegal,2005,2005,14.730552,-16.35762,SEN.2,SEN.2.1,1,1,11.822529,senegal_2005_00095,14.730552,-16.35762
senegal,2005,2005,14.771865999999994,-16.902009000000003,SEN.13,SEN.13.2,24,0,53.24465225,senegal_2005_00096,14.771865999999994,-16.902009000000003
senegal,2005,2005,14.727264999999994,-17.279951999999998,SEN.1,SEN.1.4,23,0,41.38530747826087,senegal_2005_00097,14.727264999999994,-17.279951999999998
senegal,2005,2005,13.599864999999996,-16.424164999999995,SEN.3,SEN.3.2,13,1,24.411821000000007,senegal_2005_00098,13.599864999999996,-16.424164999999995
senegal,2005,2005,14.811248999999997,-15.885181999999991,SEN.2,SEN.2.3,24,1,46.206083500000005,senegal_2005_00099,14.811248999999997,-15.885181999999991
senegal,2005,2005,14.765109999999996,-17.431869000000003,SEN.1,SEN.1.1,23,0,57.88406086956522,senegal_2005_00100,14.765109999999996,-17.431869000000003
senegal,2005,2005,14.194469,-16.170589000000003,SEN.5,SEN.5.2,19,1,41.98491857894738,senegal_2005_00101,14.194469,-16.170589000000003
senegal,2005,2005,14.718147999999989,-17.44648799999999,SEN.1,SEN.1.1,30,0,68.90928860000001,senegal_2005_00102,14.718147999999989,-17.44648799999999
senegal,2005,2005,15.81914,-14.827397999999995,SEN.8,SEN.8.2,21,1,26.907809571428565,senegal_2005_00103,15.81914,-14.827397999999995
senegal,2005,2005,14.48467,-16.682926,SEN.13,SEN.13.1,1,1,7.704135,senegal_2005_00104,14.48467,-16.682926
senegal,2005,2005,14.771139000000003,-17.437583000000004,SEN.1,SEN.1.1,23,0,57.48317760869565,senegal_2005_00105,14.771139000000003,-17.437583000000004
senegal,2005,2005,16.082633999999988,-16.372796999999995,SEN.10,SEN.10.3,26,1,39.76686773076924,senegal_2005_00106,16.082633999999988,-16.372796999999995
senegal,2005,2005,15.450457000000007,-15.359861000000002,SEN.8,SEN.8.2,22,1,17.87153709090909,senegal_2005_00107,15.450457000000007,-15.359861000000002
senegal,2005,2005,12.661639,-15.5755,SEN.11,SEN.11.3,4,1,21.089112,senegal_2005_00108,12.661639,-15.5755
senegal,2005,2005,14.500462000000004,-16.093980999999992,SEN.3,SEN.3.3,19,1,17.758165263157892,senegal_2005_00109,14.500462000000004,-16.093980999999992
senegal,2005,2005,13.957580000000004,-14.871969000000004,SEN.4,SEN.4.3,16,1,24.045282125,senegal_2005_00110,13.957580000000004,-14.871969000000004
senegal,2005,2005,14.629717,-16.229412000000007,SEN.2,SEN.2.2,21,0,55.07964404761905,senegal_2005_00111,14.629717,-16.229412000000007
senegal,2005,2005,12.701919,-14.02332,SEN.7,SEN.7.3,1,1,1.865521,senegal_2005_00112,12.701919,-14.02332
senegal,2005,2005,12.817549,-16.224677,SEN.14,SEN.14.1,3,0,26.86352766666667,senegal_2005_00113,12.817549,-16.224677
senegal,2005,2005,14.327842,-16.944066,SEN.13,SEN.13.1,19,1,41.437399000000006,senegal_2005_00114,14.327842,-16.944066
senegal,2005,2005,14.69709,-17.451918999999993,SEN.1,SEN.1.1,24,0,63.75999816666668,senegal_2005_00115,14.69709,-17.451918999999993
senegal,2005,2005,14.123687,-15.769772999999992,SEN.4,SEN.4.1,21,1,22.215396523809524,senegal_2005_00116,14.123687,-15.769772999999992
senegal,2005,2005,14.751573000000006,-17.469929999999994,SEN.1,SEN.1.1,23,0,67.88859756521741,senegal_2005_00117,14.751573000000006,-17.469929999999994
senegal,2005,2005,13.535383,-15.128536,SEN.7,SEN.7.2,5,1,20.2948478,senegal_2005_00118,13.535383,-15.128536
senegal,2005,2005,14.758174999999998,-17.425591999999998,SEN.1,SEN.1.2,21,0,62.9740739047619,senegal_2005_00119,14.758174999999998,-17.425591999999998
senegal,2005,2005,15.853095999999995,-13.491123,SEN.9,SEN.9.2,7,1,17.897139857142857,senegal_2005_00120,15.853095999999995,-13.491123
senegal,2005,2005,16.040903000000007,-16.511253000000004,SEN.10,SEN.10.3,20,0,42.596766200000005,senegal_2005_00121,16.040903000000007,-16.511253000000004
senegal,2005,2005,12.76723,-15.105875999999997,SEN.7,SEN.7.1,12,1,18.279583666666664,senegal_2005_00122,12.76723,-15.105875999999997
senegal,2005,2005,13.617216000000004,-15.679815999999995,SEN.5,SEN.5.3,14,1,16.01324185714286,senegal_2005_00123,13.617216000000004,-15.679815999999995
senegal,2005,2005,14.429272000000005,-16.968910999999995,SEN.13,SEN.13.1,19,0,43.49299863157895,senegal_2005_00124,14.429272000000005,-16.968910999999995
senegal,2005,2005,13.98701,-14.800652000000008,SEN.4,SEN.4.3,16,0,28.2879166875,senegal_2005_00125,13.98701,-14.800652000000008
senegal,2005,2005,15.116827,-16.407467,SEN.13,SEN.13.3,15,1,22.466805933333333,senegal_2005_00126,15.116827,-16.407467
senegal,2005,2005,14.796448000000002,-16.161534,SEN.2,SEN.2.2,18,1,48.24551366666666,senegal_2005_00127,14.796448000000002,-16.161534
senegal,2005,2005,14.271730999999994,-15.943239000000002,SEN.5,SEN.5.1,19,0,42.87178489473685,senegal_2005_00128,14.271730999999994,-15.943239000000002
senegal,2005,2005,14.819458999999997,-12.325342,SEN.12,SEN.12.1,24,1,42.758300375,senegal_2005_00129,14.819458999999997,-12.325342
senegal,2005,2005,14.727584999999996,-17.458158000000008,SEN.1,SEN.1.1,23,0,66.04255456521739,senegal_2005_00130,14.727584999999996,-17.458158000000008
senegal,2005,2005,12.898287,-15.604338,SEN.11,SEN.11.3,2,1,22.8746425,senegal_2005_00131,12.898287,-15.604338
senegal,2005,2005,14.783448000000003,-16.934868999999996,SEN.13,SEN.13.2,27,0,61.22311907407407,senegal_2005_00132,14.783448000000003,-16.934868999999996
senegal,2005,2005,12.771831,-15.912384,SEN.11,SEN.11.3,4,1,13.861486,senegal_2005_00133,12.771831,-15.912384
senegal,2005,2005,14.159418000000004,-16.064191999999995,SEN.5,SEN.5.2,31,0,58.195376290322585,senegal_2005_00134,14.159418000000004,-16.064191999999995
senegal,2005,2005,14.511378999999998,-17.000830000000004,SEN.13,SEN.13.1,22,0,38.45391759090909,senegal_2005_00135,14.511378999999998,-17.000830000000004
senegal,2005,2005,15.48585000000001,-16.34114399999999,SEN.8,SEN.8.1,26,1,44.51803965384615,senegal_2005_00136,15.48585000000001,-16.34114399999999
senegal,2005,2005,13.907692999999998,-16.353678,SEN.3,SEN.3.2,8,1,22.446475,senegal_2005_00137,13.907692999999998,-16.353678
senegal,2005,2005,16.505195,-15.084163000000002,SEN.10,SEN.10.2,6,1,24.020479,senegal_2005_00138,16.505195,-15.084163000000002
senegal,2005,2005,16.03803199999999,-16.491857999999993,SEN.10,SEN.10.3,30,0,59.83865610000001,senegal_2005_00139,16.03803199999999,-16.491857999999993
senegal,2005,2005,12.721136,-16.422275,SEN.14,SEN.14.1,9,1,19.367687222222223,senegal_2005_00140,12.721136,-16.422275
senegal,2005,2005,14.6585,-16.249411000000002,SEN.2,SEN.2.2,21,0,48.92820876190477,senegal_2005_00141,14.6585,-16.249411000000002
senegal,2005,2005,14.569887999999995,-17.112996000000003,SEN.13,SEN.13.1,16,1,49.6760319375,senegal_2005_00142,14.569887999999995,-17.112996000000003
senegal,2005,2005,12.555787000000002,-12.174768,SEN.6,SEN.6.1,18,0,45.99118422222222,senegal_2005_00143,12.555787000000002,-12.174768
senegal,2005,2005,14.145299000000003,-16.097891,SEN.5,SEN.5.2,28,0,65.08125971428571,senegal_2005_00144,14.145299000000003,-16.097891
senegal,2005,2005,12.558921,-16.260155,SEN.14,SEN.14.3,12,0,31.77512983333333,senegal_2005_00145,12.558921,-16.260155
senegal,2005,2005,15.62831,-16.21432499999999,SEN.8,SEN.8.3,24,0,57.69393575000001,senegal_2005_00146,15.62831,-16.21432499999999
senegal,2005,2005,14.481402,-16.549578,SEN.3,SEN.3.1,1,1,7.818075,senegal_2005_00147,14.481402,-16.549578
senegal,2005,2005,15.720165000000003,-16.031848000000004,SEN.8,SEN.8.3,20,1,28.7994899,senegal_2005_00148,15.720165000000003,-16.031848000000004
senegal,2005,2005,15.635446,-16.227508,SEN.8,SEN.8.3,30,0,64.03181746666667,senegal_2005_00149,15.635446,-16.227508
senegal,2005,2005,15.568631000000002,-16.19008,SEN.8,SEN.8.3,12,1,40.96741674999999,senegal_2005_00150,15.568631000000002,-16.19008
senegal,2005,2005,12.890384000000005,-14.945539999999996,SEN.7,SEN.7.1,12,0,49.6426875,senegal_2005_00151,12.890384000000005,-14.945539999999996
senegal,2005,2005,14.776915,-17.332947999999995,SEN.1,SEN.1.3,15,0,42.45032473333333,senegal_2005_00152,14.776915,-17.332947999999995
senegal,2005,2005,15.53459,-16.376734,SEN.8,SEN.8.1,2,1,26.645645,senegal_2005_00153,15.53459,-16.376734
senegal,2005,2005,14.764720000000006,-17.345339000000006,SEN.1,SEN.1.3,22,0,40.627065454545445,senegal_2005_00154,14.764720000000006,-17.345339000000006
senegal,2005,2005,14.051175,-16.414571,SEN.3,SEN.3.2,2,1,15.850861,senegal_2005_00155,14.051175,-16.414571
senegal,2005,2005,15.397110999999995,-16.143647999999995,SEN.8,SEN.8.3,12,1,24.72059558333333,senegal_2005_00156,15.397110999999995,-16.143647999999995
senegal,2005,2005,13.069808,-15.468689,SEN.11,SEN.11.1,4,1,16.340527249999997,senegal_2005_00157,13.069808,-15.468689
senegal,2005,2005,14.85501299999999,-15.900864000000007,SEN.2,SEN.2.3,23,1,62.489852391304346,senegal_2005_00158,14.85501299999999,-15.900864000000007
senegal,2005,2005,14.959639,-16.801791,SEN.13,SEN.13.3,20,0,44.07822110000001,senegal_2005_00159,14.959639,-16.801791
senegal,2005,2005,14.163988,-16.069894999999992,SEN.5,SEN.5.2,23,0,55.70604791304349,senegal_2005_00160,14.163988,-16.069894999999992
senegal,2005,2005,15.451052999999998,-16.232226,SEN.8,SEN.8.3,17,1,23.08108670588236,senegal_2005_00161,15.451052999999998,-16.232226
senegal,2005,2005,14.790117000000006,-17.321295000000006,SEN.1,SEN.1.3,30,0,58.086272400000006,senegal_2005_00162,14.790117000000006,-17.321295000000006
senegal,2005,2005,14.874667999999993,-15.880795999999997,SEN.2,SEN.2.3,21,1,49.73226504761905,senegal_2005_00163,14.874667999999993,-15.880795999999997
senegal,2005,2005,15.725067999999998,-13.435735999999997,SEN.9,SEN.9.2,20,1,14.3299971,senegal_2005_00164,15.725067999999998,-13.435735999999997
senegal,2005,2005,16.419526,-14.586497,SEN.10,SEN.10.2,5,1,13.5386294,senegal_2005_00165,16.419526,-14.586497
senegal,2005,2005,12.945416,-14.025947,SEN.7,SEN.7.3,3,1,17.273241,senegal_2005_00166,12.945416,-14.025947
senegal,2005,2005,14.269946999999998,-13.230441000000004,SEN.12,SEN.12.2,5,1,13.750537200000002,senegal_2005_00167,14.269946999999998,-13.230441000000004
senegal,2005,2005,14.456157999999997,-12.191919000000006,SEN.12,SEN.12.1,20,1,22.88938315,senegal_2005_00168,14.456157999999997,-12.191919000000006
senegal,2005,2005,14.712374000000006,-17.458092000000004,SEN.1,SEN.1.1,22,0,44.62900472727273,senegal_2005_00169,14.712374000000006,-17.458092000000004
senegal,2005,2005,14.772419000000008,-16.938444,SEN.13,SEN.13.2,21,1,37.42688242857143,senegal_2005_00170,14.772419000000008,-16.938444
senegal,2005,2005,15.252965,-14.438423,SEN.9,SEN.9.3,5,1,10.197959399999998,senegal_2005_00171,15.252965,-14.438423
senegal,2005,2005,14.743028,-17.374002,SEN.1,SEN.1.3,21,0,49.86695914285716,senegal_2005_00172,14.743028,-17.374002
senegal,2005,2005,14.744421999999991,-17.38550800000001,SEN.1,SEN.1.3,19,0,43.53388115789474,senegal_2005_00173,14.744421999999991,-17.38550800000001
senegal,2005,2005,16.51784099999999,-15.503909000000004,SEN.10,SEN.10.1,27,0,57.419380222222216,senegal_2005_00174,16.51784099999999,-15.503909000000004
senegal,2005,2005,13.761583,-13.643599999999994,SEN.12,SEN.12.4,14,0,45.88417935714286,senegal_2005_00175,13.761583,-13.643599999999994
senegal,2005,2005,14.655634,-16.641953,SEN.13,SEN.13.2,21,1,18.02666276190476,senegal_2005_00176,14.655634,-16.641953
senegal,2005,2005,15.405555999999995,-16.064608000000003,SEN.8,SEN.8.3,22,1,32.258475090909094,senegal_2005_00177,15.405555999999995,-16.064608000000003
senegal,2005,2005,16.470511999999992,-15.678765000000002,SEN.10,SEN.10.1,18,0,45.43321811111112,senegal_2005_00178,16.470511999999992,-15.678765000000002
senegal,2005,2005,14.879593,-16.181549,SEN.2,SEN.2.2,7,1,14.348058428571427,senegal_2005_00179,14.879593,-16.181549
senegal,2005,2005,12.811329,-16.224296999999993,SEN.14,SEN.14.1,27,0,48.21143800000001,senegal_2005_00180,12.811329,-16.224296999999993
senegal,2005,2005,12.571571000000004,-16.272656000000005,SEN.14,SEN.14.3,14,0,41.36269407142857,senegal_2005_00181,12.571571000000004,-16.272656000000005
senegal,2005,2005,12.97402,-16.258562,SEN.14,SEN.14.1,1,1,20.018837,senegal_2005_00182,12.97402,-16.258562
senegal,2005,2005,14.403455,-16.245396,SEN.3,SEN.3.1,13,1,15.702989153846154,senegal_2005_00183,14.403455,-16.245396
senegal,2005,2005,13.821821,-14.439367999999998,SEN.12,SEN.12.3,20,1,18.57600795,senegal_2005_00184,13.821821,-14.439367999999998
senegal,2005,2005,14.765597000000009,-16.684574,SEN.13,SEN.13.2,21,0,41.71252633333334,senegal_2005_00185,14.765597000000009,-16.684574
senegal,2005,2005,15.817528000000005,-13.414920999999994,SEN.9,SEN.9.2,15,1,28.291844066666663,senegal_2005_00186,15.817528000000005,-13.414920999999994
senegal,2005,2005,13.122351,-11.854153999999996,SEN.6,SEN.6.3,14,1,16.156865428571425,senegal_2005_00187,13.122351,-11.854153999999996
senegal,2005,2005,16.346854,-14.920648,SEN.10,SEN.10.2,4,1,11.822529,senegal_2005_00188,16.346854,-14.920648
senegal,2005,2005,13.752795,-13.635578,SEN.12,SEN.12.4,4,0,25.48952175,senegal_2005_00189,13.752795,-13.635578
senegal,2005,2005,14.015467,-15.237472000000004,SEN.4,SEN.4.4,22,1,14.212650272727272,senegal_2005_00190,14.015467,-15.237472000000004
senegal,2005,2005,12.892391000000002,-14.938525,SEN.7,SEN.7.1,8,0,39.743543375,senegal_2005_00191,12.892391000000002,-14.938525
senegal,2005,2005,12.791025,-14.650991,SEN.7,SEN.7.1,3,1,15.510807666666665,senegal_2005_00192,12.791025,-14.650991
senegal,2005,2005,13.025789,-15.640595,SEN.11,SEN.11.1,10,1,28.960678500000007,senegal_2005_00193,13.025789,-15.640595
senegal,2005,2005,15.099198,-16.335557999999995,SEN.13,SEN.13.3,23,1,33.2387725652174,senegal_2005_00194,15.099198,-16.335557999999995
senegal,2005,2005,14.172832,-16.846828,SEN.13,SEN.13.1,20,0,22.8830751,senegal_2005_00195,14.172832,-16.846828
senegal,2005,2005,14.446777,-17.07050199999999,SEN.13,SEN.13.1,30,1,50.4799148,senegal_2005_00196,14.446777,-17.07050199999999
senegal,2005,2005,14.650632999999994,-16.212654999999998,SEN.2,SEN.2.2,24,0,40.99652779166668,senegal_2005_00197,14.650632999999994,-16.212654999999998
senegal,2005,2005,14.86604999999999,-15.853526999999987,SEN.2,SEN.2.3,26,1,55.3113221923077,senegal_2005_00198,14.86604999999999,-15.853526999999987
senegal,2005,2005,14.72781,-17.443493999999994,SEN.1,SEN.1.1,19,0,56.13045789473685,senegal_2005_00199,14.72781,-17.443493999999994
senegal,2005,2005,15.680846,-13.406234,SEN.9,SEN.9.2,11,1,32.06013599999999,senegal_2005_00200,15.680846,-13.406234
senegal,2005,2005,14.807151999999997,-16.90403,SEN.13,SEN.13.2,19,0,45.22765094736842,senegal_2005_00201,14.807151999999997,-16.90403
senegal,2005,2005,12.819828,-16.217937000000003,SEN.14,SEN.14.1,12,0,38.059211,senegal_2005_00202,12.819828,-16.217937000000003
senegal,2005,2005,12.778153,-16.493648,SEN.14,SEN.14.1,4,1,15.87167225,senegal_2005_00203,12.778153,-16.493648
senegal,2005,2005,14.77874500000001,-17.41026699999999,SEN.1,SEN.1.2,25,0,62.610798560000006,senegal_2005_00204,14.77874500000001,-17.41026699999999
senegal,2005,2005,14.713527,-17.46944200000001,SEN.1,SEN.1.1,23,0,49.67128400000001,senegal_2005_00205,14.713527,-17.46944200000001
senegal,2005,2005,14.748309000000004,-17.365354000000004,SEN.1,SEN.1.3,20,0,47.5843076,senegal_2005_00206,14.748309000000004,-17.365354000000004
senegal,2005,2005,15.284888,-16.525256000000006,SEN.8,SEN.8.1,20,1,31.9032153,senegal_2005_00207,15.284888,-16.525256000000006
senegal,2005,2005,13.817285,-15.869485999999998,SEN.5,SEN.5.3,8,1,16.599740625,senegal_2005_00208,13.817285,-15.869485999999998
senegal,2005,2005,13.695315,-16.281839,SEN.3,SEN.3.2,2,1,23.6584285,senegal_2005_00209,13.695315,-16.281839
senegal,2005,2005,16.185796,-15.934451,SEN.10,SEN.10.1,20,1,30.29458440000001,senegal_2005_00210,16.185796,-15.934451
senegal,2005,2005,14.012843,-16.603840999999996,SEN.3,SEN.3.2,20,1,37.0699461,senegal_2005_00211,14.012843,-16.603840999999996
senegal,2005,2005,13.869736,-15.663987,SEN.4,SEN.4.1,9,1,18.350231444444447,senegal_2005_00212,13.869736,-15.663987
senegal,2005,2005,15.947359000000002,-16.426365,SEN.10,SEN.10.3,7,1,34.80525157142857,senegal_2005_00213,15.947359000000002,-16.426365
senegal,2005,2005,14.775907000000002,-17.37718899999999,SEN.1,SEN.1.2,25,0,41.46491276,senegal_2005_00214,14.775907000000002,-17.37718899999999
senegal,2005,2005,14.318323,-14.450019,SEN.12,SEN.12.3,2,1,12.938056,senegal_2005_00215,14.318323,-14.450019
senegal,2005,2005,14.817253999999997,-15.916948999999995,SEN.2,SEN.2.3,15,1,19.112646466666668,senegal_2005_00216,14.817253999999997,-15.916948999999995
senegal,2005,2005,14.764354000000004,-17.389118999999997,SEN.1,SEN.1.3,22,0,43.62091263636365,senegal_2005_00217,14.764354000000004,-17.389118999999997
senegal,2005,2005,14.684856000000003,-16.439491999999994,SEN.2,SEN.2.1,23,0,35.64673230434782,senegal_2005_00218,14.684856000000003,-16.439491999999994
senegal,2005,2005,16.038497000000003,-16.501426999999996,SEN.10,SEN.10.3,24,0,58.44464833333334,senegal_2005_00219,16.038497000000003,-16.501426999999996
senegal,2005,2005,14.716753,-16.230319,SEN.2,SEN.2.2,5,1,26.8596444,senegal_2005_00220,14.716753,-16.230319
senegal,2005,2005,14.637586000000002,-16.24859,SEN.2,SEN.2.2,18,0,48.29474905555556,senegal_2005_00221,14.637586000000002,-16.24859
senegal,2005,2005,15.346351,-15.476074000000002,SEN.8,SEN.8.2,17,0,38.192579,senegal_2005_00222,15.346351,-15.476074000000002
senegal,2005,2005,14.737075000000004,-16.796694,SEN.13,SEN.13.2,15,1,23.99668613333333,senegal_2005_00223,14.737075000000004,-16.796694
senegal,2005,2005,14.795095000000002,-16.919246999999988,SEN.13,SEN.13.2,25,0,47.927065520000006,senegal_2005_00224,14.795095000000002,-16.919246999999988
senegal,2005,2005,15.652767999999998,-13.254827,SEN.9,SEN.9.2,22,0,56.64845254545455,senegal_2005_00225,15.652767999999998,-13.254827
senegal,2005,2005,14.526434999999996,-15.746197,SEN.3,SEN.3.3,10,1,30.2481903,senegal_2005_00226,14.526434999999996,-15.746197
senegal,2005,2005,14.741993999999998,-17.385754000000002,SEN.1,SEN.1.3,21,0,56.05454566666666,senegal_2005_00227,14.741993999999998,-17.385754000000002
senegal,2005,2005,16.015480999999998,-13.724759,SEN.9,SEN.9.2,6,1,22.060705666666664,senegal_2005_00228,16.015480999999998,-13.724759
senegal,2005,2005,12.878279999999997,-14.937126000000005,SEN.7,SEN.7.1,15,0,29.480371666666667,senegal_2005_00229,12.878279999999997,-14.937126000000005
senegal,2005,2005,16.458215999999997,-15.70952,SEN.10,SEN.10.1,21,0,43.27995690476191,senegal_2005_00230,16.458215999999997,-15.70952
senegal,2005,2005,14.81092,-16.59947,SEN.2,SEN.2.1,11,1,24.697175909090905,senegal_2005_00231,14.81092,-16.59947
